import time: self [us] | cumulative | imported package
import time:       443 |        443 |                 zarr.creation
import time:       860 |        860 |                   zarr._storage.v3
import time:       728 |       1588 |                 zarr.hierarchy
import time:       928 |      13391 |               zarr.convenience
import time:       845 |        845 |               zarr.n5
import time:       330 |        330 |                     fasteners._utils
import time:       681 |       1010 |                   fasteners.lock
import time:       406 |        406 |                     fasteners.process_mechanism
import time:       460 |        866 |                   fasteners.process_lock
import time:       287 |        287 |                   fasteners.version
import time:       449 |       2610 |                 fasteners
import time:       220 |       2829 |               zarr.sync
import time: self [us] | cumulative | imported package
import time:       180 |        180 |               zarr.version
import time:       528 |      80757 |             zarr
import time:       216 |        216 |   _io
import time:        26 |         26 |   marshal
import time:       261 |        261 |   posix
import time:       443 |        945 | _frozen_importlib_external
import time:       431 |        431 |   time
import time:       213 |        644 | zipimport
import time:        41 |         41 |     _codecs
import time:       359 |        400 |   codecs
import time:       805 |        805 |                   httpx.__version__
import time:       355 |        355 |   encodings.aliases
import time:       586 |       1340 | encodings
import time:       155 |        155 | encodings.utf_8
import time:        65 |         65 | _signal
import time:       249 |        249 | encodings.latin_1
import time:        35 |         35 |     _abc
import time:       194 |        228 |   abc
import time:       206 |        434 | io
import time:        46 |         46 |       _stat
import time:       144 |        189 |     stat
import time:       887 |        887 |                         httpx._exceptions
import time:       899 |        899 |     _collections_abc
import time:       126 |        126 |       genericpath
import time:       180 |        305 |     posixpath
import time:       420 |       1812 |   os
import time:       143 |        143 |   _sitebuiltins
import time:        51 |         51 |     _locale
import time:       114 |        165 |   _bootlocale
import time:       836 |        836 |   _virtualenv
import time:      3108 |       3108 |                           http.cookiejar
import time:       210 |        210 |   types
import time:       366 |        366 |       warnings
import time:       149 |        514 |     importlib
import time:       121 |        121 |       importlib.machinery
import time:      1368 |       1368 |                               httpx._types
import time:       637 |        637 |             _heapq
import time:       143 |        780 |           heapq
import time:        96 |         96 |                                   winreg
import time:       568 |        664 |                                 mimetypes
import time:       515 |        515 |           itertools
import time:       357 |        357 |                                 netrc
import time:       128 |        128 |           keyword
import time:        54 |         54 |             _operator
import time:       226 |        279 |           operator
import time:       143 |        143 |           reprlib
import time:        52 |         52 |           _collections
import time:       455 |        455 |                                   sniffio._version
import time:       612 |       2506 |         collections
import time:       255 |        255 |                                   sniffio._impl
import time:       261 |        971 |                                 sniffio
import time:       172 |        172 |         collections.abc
import time:        37 |         37 |             _functools
import time:       918 |       2908 |                               httpx._utils
import time:       434 |       4710 |                             httpx._multipart
import time:       402 |        438 |           functools
import time:       591 |       5300 |                           httpx._content
import time:       358 |        796 |         contextlib
import time:        81 |         81 |                               brotlicffi
import time:        64 |         64 |                               brotli
import time:       256 |        400 |                             httpx._compat
import time:       588 |        588 |           enum
import time:       547 |        947 |                           httpx._decoders
import time:        53 |         53 |             _sre
import time:       275 |        275 |               sre_constants
import time:       259 |        534 |             sre_parse
import time:       207 |        793 |           sre_compile
import time:       136 |        136 |           copyreg
import time:       426 |       1941 |         re
import time:      1237 |       1237 |                           httpx._status_codes
import time:      1385 |       6799 |       typing
import time:       395 |       7313 |     importlib.abc
import time:       273 |       8100 |   importlib.util
import time:       559 |        559 |                               idna.package_data
import time:      1125 |       1125 |                                 idna.idnadata
import time:       294 |        294 |                                 idna.intranges
import time:       277 |        277 |   _distutils_hack
import time:      1001 |       2419 |                               idna.core
import time:       442 |       3419 |                             idna
import time:       297 |        297 |                                   rfc3986.compat
import time:       393 |        393 |                                   rfc3986.exceptions
import time:       540 |        540 |                                     rfc3986.abnf_regexp
import time:        77 |         77 |   sitecustomize
import time:     11116 |      22734 | site
import time:       190 |        190 |         _weakrefset
import time:       531 |        721 |       threading
import time:       647 |        647 |         signal
import time:       270 |        916 |       multiprocessing.process
import time:       890 |        890 |             _struct
import time:       149 |       1038 |           struct
import time:       321 |        321 |           _compat_pickle
import time:       760 |        760 |           _pickle
import time:       111 |        111 |               org
import time:        16 |        126 |             org.python
import time:        17 |        143 |           org.python.core
import time:       829 |       3089 |         pickle
import time:       893 |        893 |           _socket
import time:       726 |        726 |             math
import time:       712 |        712 |             select
import time:       508 |       1946 |           selectors
import time:        58 |         58 |           errno
import time:       725 |        725 |           array
import time:      1250 |       4870 |         socket
import time:       234 |       8191 |       multiprocessing.reduction
import time:       387 |      10214 |     multiprocessing.context
import time:       230 |      10444 |   multiprocessing
import time:       400 |        400 |         weakref
import time:       583 |        983 |       pkgutil
import time:       215 |       1197 |     runpy
import time:        32 |         32 |       atexit
import time:        34 |         34 |         pwd
import time:       640 |        640 |         grp
import time:       119 |        119 |         msvcrt
import time:     18298 |      18837 |                                   rfc3986.misc
import time:       658 |        658 |         _posixsubprocess
import time:       510 |       1959 |       subprocess
import time:       231 |       2221 |     multiprocessing.util
import time:       171 |       3588 |   multiprocessing.spawn
import time:       527 |        527 |                                   rfc3986.normalizers
import time:       641 |        641 |   _multiprocessing
import time:       521 |        521 |   _posixshmem
import time:       366 |        366 |                                       rfc3986.validators
import time:       236 |      15428 | multiprocessing.resource_tracker
import time:       371 |        736 |                                     rfc3986._mixin
import time:       602 |       1338 |                                   rfc3986.uri
import time:       431 |      21822 |                                 rfc3986.iri
import time:       651 |        651 |                                 rfc3986.parseresult
import time:       653 |      23125 |                               rfc3986.api
import time:       472 |      23597 |                             rfc3986
import time:       543 |      27558 |                           httpx._urls
import time:      1100 |      39247 |                         httpx._models
import time:       532 |      40665 |                       httpx._auth
import time:       424 |        424 |                           certifi.core
import time:       393 |        817 |                         certifi
import time:       798 |       1614 |                       httpx._config
import time:       310 |        310 |                         httpx._transports
import time:       289 |        289 |                         httpx._transports.base
import time:       436 |       1034 |                       httpx._transports.asgi
import time:       765 |        765 |                             httpcore._models
import time:       402 |        402 |                                   httpcore._exceptions
import time:       231 |        231 |                                   httpcore._ssl
import time:       412 |        412 |                                   httpcore._synchronization
import time:       200 |        200 |                                   httpcore._trace
import time:       127 |        127 |                                     httpcore.backends
import time:       225 |        225 |                                     httpcore._utils
import time:       298 |        298 |                                     httpcore.backends.base
import time:       551 |       1201 |                                   httpcore.backends.sync
import time:       153 |        153 |                                           h11._abnf
import time:       469 |        469 |                                             h11._util
import time:       633 |       1101 |                                           h11._headers
import time:      3456 |       4709 |                                         h11._events
import time:       309 |        309 |                                           h11._receivebuffer
import time:       530 |        530 |                                           h11._state
import time:      1309 |       2147 |                                         h11._readers
import time:       385 |        385 |                                         h11._writers
import time:       934 |       8173 |                                       h11._connection
import time:       159 |        159 |                                       h11._version
import time:       394 |       8726 |                                     h11
import time:       217 |        217 |                                     httpcore._sync.interfaces
import time:       629 |       9571 |                                   httpcore._sync.http11
import time:     49059 |      61074 |                                 httpcore._sync.connection
import time:       676 |        676 |                                 httpcore._sync.connection_pool
import time:       533 |        533 |                                 httpcore._sync.http_proxy
import time:        96 |         96 |                                     h2
import time:        19 |        114 |                                   h2.config
import time:       375 |        488 |                                 httpcore._sync.http2
import time:        74 |         74 |                                   socksio
import time:       226 |        300 |                                 httpcore._sync.socks_proxy
import time:       520 |      63588 |                               httpcore._sync
import time:        19 |      63607 |                             httpcore._sync.connection_pool
import time:       530 |      64900 |                           httpcore._api
import time:       179 |        179 |                               httpcore.backends.auto
import time:       328 |        328 |                                 httpcore._async.interfaces
import time:       438 |        765 |                               httpcore._async.http11
import time:       662 |       1606 |                             httpcore._async.connection
import time:       439 |        439 |                             httpcore._async.connection_pool
import time:       284 |        284 |                             httpcore._async.http_proxy
import time:        74 |         74 |                                 h2
import time:        16 |         90 |                               h2.config
import time:       208 |        298 |                             httpcore._async.http2
import time:        68 |         68 |                               socksio
import time:       166 |        233 |                             httpcore._async.socks_proxy
import time:       387 |       3245 |                           httpcore._async
import time:       464 |      68608 |                         httpcore
import time:       389 |      68997 |                       httpx._transports.default
import time:       274 |        274 |                       httpx._transports.wsgi
import time:      1581 |     114163 |                     httpx._client
import time:       471 |     114634 |                   httpx._api
import time:       196 |        196 |                   httpx._transports.mock
import time:       782 |        782 |                           click._compat
import time:       268 |        268 |                               click.globals
import time:       536 |        804 |                             click.utils
import time:       560 |       1363 |                           click.exceptions
import time:       882 |       3026 |                         click.types
import time:       582 |        582 |                           click.parser
import time:       376 |        958 |                         click.formatting
import time:       732 |        732 |                         click.termui
import time:      2149 |       6865 |                       click.core
import time:       522 |        522 |                       click.decorators
import time:       638 |       8024 |                     click
import time:       274 |        274 |                         rich._extension
import time:       563 |        836 |                       rich
import time:       458 |        458 |                       getpass
import time:       368 |        368 |                       rich._null_file
import time:       281 |        281 |                       rich.errors
import time:       260 |        260 |                                   rich.color_triplet
import time:       235 |        494 |                                 rich.palette
import time:       314 |        808 |                               rich._palettes
import time:       320 |        320 |                               rich.repr
import time:       194 |        194 |                               rich.terminal_theme
import time:      1083 |       2403 |                             rich.color
import time:       529 |       2931 |                           rich.style
import time:       530 |       3461 |                         rich.default_styles
import time:       289 |        289 |                         rich.theme
import time:       156 |       3904 |                       rich.themes
import time:      1496 |       1496 |                         rich._emoji_codes
import time:       338 |       1834 |                       rich._emoji_replace
import time:       317 |        317 |                       rich._export_format
import time:       270 |        270 |                       rich._fileno
import time:       286 |        286 |                           rich._loop
import time:       113 |        113 |                           rich._pick
import time:       173 |        173 |                               rich._cell_widths
import time:       470 |        642 |                             rich.cells
import time:       228 |        870 |                           rich._wrap
import time:       836 |        836 |                                 rich.segment
import time:       182 |       1017 |                               rich.jupyter
import time:       176 |        176 |                                 rich.protocol
import time:       381 |        556 |                               rich.measure
import time:       197 |       1770 |                             rich.constrain
import time:       315 |       2084 |                           rich.align
import time:      1083 |       1083 |                           rich.containers
import time:       327 |        327 |                           rich.control
import time:       227 |        227 |                           rich.emoji
import time:       800 |       5786 |                         rich.text
import time:       239 |       6025 |                       rich._log_render
import time:       316 |        316 |                       rich.highlighter
import time:       584 |        584 |                       rich.markup
import time:       194 |        194 |                       rich.pager
import time:       289 |        289 |                             attr._compat
import time:       245 |        245 |                               attr._config
import time:       329 |        329 |                                 attr.exceptions
import time:       366 |        695 |                               attr.setters
import time:      2624 |       3562 |                             attr._make
import time:       664 |       4513 |                           attr.converters
import time:       335 |        335 |                           attr.filters
import time:      3998 |       3998 |                           attr.validators
import time:       420 |        420 |                           attr._cmp
import time:       318 |        318 |                           attr._funcs
import time:       173 |        173 |                           attr._next_gen
import time:       597 |        597 |                           attr._version_info
import time:       455 |      10807 |                         attr
import time:       194 |        194 |                         rich.abc
import time:      1710 |      12710 |                       rich.pretty
import time:       255 |        255 |                       rich.region
import time:       307 |        307 |                           rich.box
import time:       225 |        225 |                           rich.padding
import time:       250 |        781 |                         rich.panel
import time:       990 |        990 |                             fractions
import time:       349 |       1338 |                           rich._ratio
import time:      1640 |       2978 |                         rich.table
import time:       188 |       3947 |                       rich.scope
import time:       221 |        221 |                       rich.screen
import time:       335 |        335 |                       rich.styled
import time:      4502 |      37347 |                     rich.console
import time:       156 |        156 |                       rich.filesize
import time:       626 |        626 |                           rich.ansi
import time:       193 |        818 |                         rich.file_proxy
import time:       227 |        227 |                         rich.live_render
import time:       340 |       1385 |                       rich.live
import time:       347 |        347 |                       rich.progress_bar
import time:       218 |        218 |                         rich._spinners
import time:       279 |        497 |                       rich.spinner
import time:      1911 |       4294 |                     rich.progress
import time:       862 |        862 |                     rich.syntax
import time:       797 |      51323 |                   httpx._main
import time:       572 |     167529 |                 httpx
import time:      1125 |       1125 |                   tenacity.retry
import time:       269 |        269 |                   tenacity.nap
import time:       169 |        169 |                     tenacity._utils
import time:       261 |        430 |                   tenacity.stop
import time:       441 |        441 |                   tenacity.wait
import time:       191 |        191 |                   tenacity.before
import time:       125 |        125 |                   tenacity.after
import time:       149 |        149 |                   tenacity.before_sleep
import time:       291 |        291 |                   tornado
import time:       258 |        258 |                   tenacity._asyncio
import time:      1470 |       1470 |                         logging.handlers
import time:      1772 |       1772 |                             tornado.speedups
import time:      2228 |       4000 |                           tornado.util
import time:       874 |       4874 |                         tornado.escape
import time:       291 |        291 |                               colorama.ansi
import time:        81 |         81 |                                 msvcrt
import time:       170 |        170 |                                 colorama.win32
import time:       241 |        491 |                               colorama.winterm
import time:       546 |       1327 |                             colorama.ansitowin32
import time:       536 |       1863 |                           colorama.initialise
import time:       466 |       2328 |                         colorama
import time:      3326 |       3326 |                           _curses
import time:       386 |       3711 |                         curses
import time:       300 |      12681 |                       tornado.log
import time:       405 |      13085 |                     tornado.concurrent
import time:       816 |        816 |                     tornado.ioloop
import time:      1487 |      15387 |                   tenacity.tornadoweb
import time:      1417 |      20076 |                 tenacity
import time:       790 |     188395 |               opsml.helpers.request_helpers
import time:      3272 |       3272 |               opsml.registry.storage.types
import time:      2544 |     194211 |             opsml.registry.storage.storage_system
import time:       686 |     298011 |           opsml.registry.storage.artifact_storage
import time:     15553 |     533302 |         opsml.registry.sql.records
import time:     18105 |    2414587 |       opsml.registry.cards.cards
import time:       333 |    2414920 |     opsml.registry.cards
import time:        19 |    2414939 |   opsml.registry.cards.cards
import time:      1527 |       1527 |       semver
import time:       926 |        926 |           opsml.registry.data.types
import time:       454 |       1380 |         opsml.registry.data.formatter
import time:       767 |       2146 |       opsml.registry.cards.card_saver
import time:      1174 |       1174 |         opsml.registry.sql.semver
import time:       406 |       1580 |       opsml.registry.sql.query_helpers
import time:       398 |        398 |         opsml.helpers.types
import time:       424 |        424 |           opsml.registry.sql.connectors.base
import time:       495 |        495 |           opsml.registry.sql.connectors.connector
import time:       355 |       1274 |         opsml.registry.sql.connectors
import time:       548 |        548 |             google.auth.version
import time:       200 |        200 |               google.auth.environment_vars
import time:       353 |        353 |               google.auth.exceptions
import time:       389 |        389 |                 google.auth.transport
import time:        43 |         43 |                 six.moves.urllib
import time:       550 |        982 |               google.auth.transport._http_client
import time:       469 |       2003 |             google.auth._default
import time:       460 |       3010 |           google.auth
import time:       285 |        285 |             google.auth._helpers
import time:       157 |        157 |             google.auth.metrics
import time:       475 |        916 |           google.auth.credentials
import time:       333 |        333 |             google.cloud.storage.version
import time:       453 |        453 |               email.generator
import time:       350 |        350 |                 email.mime
import time:       204 |        204 |                       email.contentmanager
import time:       358 |        561 |                     email.policy
import time:       264 |        825 |                   email.mime.base
import time:       249 |       1073 |                 email.mime.nonmultipart
import time:       384 |       1806 |               email.mime.application
import time:       157 |        157 |               email.mime.multipart
import time:       228 |        228 |                           urllib3.packages
import time:      1215 |       1442 |                         urllib3.packages.six
import time:        47 |       1489 |                       urllib3.packages.six.moves
import time:        48 |       1537 |                     urllib3.packages.six.moves.http_client
import time:       928 |       2464 |                   urllib3.exceptions
import time:       274 |        274 |                   urllib3._version
import time:       218 |        218 |                             urllib3.contrib
import time:       224 |        224 |                             urllib3.contrib._appengine_environ
import time:       227 |        227 |                             urllib3.util.wait
import time:       432 |       1100 |                           urllib3.util.connection
import time:        80 |         80 |                             brotlicffi
import time:        66 |         66 |                             brotli
import time:       184 |        329 |                           urllib3.util.request
import time:       167 |        167 |                           urllib3.util.response
import time:       458 |        458 |                           urllib3.util.retry
import time:      7342 |       7342 |                             urllib3.util.url
import time:       291 |        291 |                             urllib3.util.ssltransport
import time:       413 |       8045 |                           urllib3.util.ssl_
import time:       183 |        183 |                           urllib3.util.timeout
import time:       396 |      10676 |                         urllib3.util
import time:       146 |      10821 |                       urllib3.util.proxy
import time:       278 |        278 |                       urllib3._collections
import time:       178 |        178 |                       urllib3.util.ssl_match_hostname
import time:       475 |      11751 |                     urllib3.connection
import time:       215 |        215 |                         urllib3.fields
import time:       166 |        381 |                       urllib3.filepost
import time:        34 |         34 |                         urllib3.packages.six.moves.urllib
import time:        37 |         70 |                       urllib3.packages.six.moves.urllib.parse
import time:       228 |        678 |                     urllib3.request
import time:        89 |         89 |                       brotlicffi
import time:        64 |         64 |                       brotli
import time:       351 |        503 |                     urllib3.response
import time:       189 |        189 |                     urllib3.util.queue
import time:       546 |      13665 |                   urllib3.connectionpool
import time:       561 |        561 |                   urllib3.poolmanager
import time:        72 |         72 |                   urllib3_secure_extra
import time:       343 |      17376 |                 urllib3
import time:        83 |         83 |                     chardet
import time:       288 |        288 |                           charset_normalizer.assets
import time:       849 |        849 |                           charset_normalizer.constant
import time:      1473 |       1473 |                             charset_normalizer.md__mypyc
import time:       626 |        626 |                               _multibytecodec
import time:       553 |       1179 |                             charset_normalizer.utils
import time:      1342 |       3993 |                           charset_normalizer.md
import time:       605 |        605 |                           charset_normalizer.models
import time:       391 |       6124 |                         charset_normalizer.cd
import time:       716 |       6839 |                       charset_normalizer.api
import time:       240 |        240 |                       charset_normalizer.legacy
import time:       145 |        145 |                       charset_normalizer.version
import time:       343 |       7566 |                     charset_normalizer
import time:        82 |         82 |                     simplejson
import time:      1408 |       1408 |                     http.cookies
import time:       300 |       9436 |                   requests.compat
import time:       713 |      10149 |                 requests.exceptions
import time:        77 |         77 |                 chardet
import time:        70 |         70 |                   chardet
import time:      2528 |       2598 |                 requests.packages
import time:       238 |        238 |                   requests.certs
import time:       178 |        178 |                   requests.__version__
import time:       355 |        355 |                   requests._internal_utils
import time:       336 |        336 |                   requests.cookies
import time:       191 |        191 |                   requests.structures
import time:       552 |       1848 |                 requests.utils
import time:       227 |        227 |                       requests.auth
import time:       378 |        378 |                           stringprep
import time:       465 |        843 |                         encodings.idna
import time:       134 |        134 |                         requests.hooks
import time:       391 |        391 |                         requests.status_codes
import time:       358 |       1725 |                       requests.models
import time:        78 |         78 |                         socks
import time:       171 |        248 |                       urllib3.contrib.socks
import time:       375 |       2574 |                     requests.adapters
import time:       287 |       2861 |                   requests.sessions
import time:       169 |       3029 |                 requests.api
import time:       425 |      35498 |               requests
import time:      1167 |       1167 |                   google.auth.transport._mtls_helper
import time:       166 |        166 |                   google.oauth2
import time:       502 |        502 |                         google.auth.crypt.base
import time:       443 |        443 |                                 cryptography.__about__
import time:       367 |        809 |                               cryptography
import time:       129 |        129 |                                   cryptography.hazmat
import time:       303 |        431 |                                 cryptography.hazmat.bindings
import time:      2035 |       2035 |                                 _cffi_backend
import time:      7877 |      10343 |                               cryptography.hazmat.bindings._rust
import time:       279 |      11429 |                             cryptography.exceptions
import time:       443 |        443 |                             cryptography.hazmat.backends
import time:       217 |        217 |                             cryptography.hazmat.primitives
import time:       898 |        898 |                             cryptography.hazmat.primitives.hashes
import time:       295 |        295 |                                 cryptography.utils
import time:       538 |        832 |                               cryptography.hazmat.primitives._serialization
import time:       127 |        127 |                                 cryptography.hazmat.primitives.asymmetric
import time:       657 |        657 |                                 cryptography.hazmat.primitives.asymmetric.dh
import time:       153 |        153 |                                     cryptography.hazmat.primitives.asymmetric.utils
import time:       325 |        478 |                                   cryptography.hazmat.primitives.asymmetric.dsa
import time:      1072 |       1072 |                                     cryptography.hazmat._oid
import time:       514 |       1585 |                                   cryptography.hazmat.primitives.asymmetric.ec
import time:       271 |        271 |                                   cryptography.hazmat.primitives.asymmetric.ed448
import time:       181 |        181 |                                   cryptography.hazmat.primitives.asymmetric.ed25519
import time:       216 |        216 |                                     cryptography.hazmat.primitives._asymmetric
import time:       336 |        552 |                                   cryptography.hazmat.primitives.asymmetric.rsa
import time:       242 |        242 |                                   cryptography.hazmat.primitives.asymmetric.x448
import time:       185 |        185 |                                   cryptography.hazmat.primitives.asymmetric.x25519
import time:       334 |       3824 |                                 cryptography.hazmat.primitives.asymmetric.types
import time:       517 |       5123 |                               cryptography.hazmat.primitives.serialization.base
import time:       295 |        295 |                                 cryptography.hazmat.primitives.asymmetric.padding
import time:       297 |        297 |                                   cryptography.hazmat.primitives._cipheralgorithm
import time:       329 |        329 |                                       cryptography.hazmat.primitives.ciphers.algorithms
import time:       396 |        724 |                                     cryptography.hazmat.primitives.ciphers.modes
import time:       604 |       1328 |                                   cryptography.hazmat.primitives.ciphers.base
import time:       176 |       1800 |                                 cryptography.hazmat.primitives.ciphers
import time:        89 |         89 |                                 bcrypt
import time:      1502 |       3684 |                               cryptography.hazmat.primitives.serialization.ssh
import time:       176 |       9815 |                             cryptography.hazmat.primitives.serialization
import time:       548 |        548 |                               cryptography.x509.certificate_transparency
import time:       284 |        284 |                                   cryptography.hazmat.primitives.constant_time
import time:       138 |        138 |                                       cryptography.x509.oid
import time:     10243 |      10380 |                                     cryptography.x509.name
import time:       330 |      10710 |                                   cryptography.x509.general_name
import time:      1564 |      12557 |                                 cryptography.x509.extensions
import time:       842 |      13399 |                               cryptography.x509.base
import time:       327 |      14273 |                             cryptography.x509
import time:       326 |        326 |                                   cryptography.hazmat.backends.openssl.aead
import time:       205 |        205 |                                   cryptography.hazmat.backends.openssl.ciphers
import time:       176 |        176 |                                   cryptography.hazmat.backends.openssl.cmac
import time:       134 |        134 |                                     cryptography.hazmat.backends.openssl.utils
import time:       244 |        378 |                                   cryptography.hazmat.backends.openssl.ec
import time:       261 |        261 |                                   cryptography.hazmat.backends.openssl.rsa
import time:       146 |        146 |                                   cryptography.hazmat.bindings.openssl
import time:       417 |        417 |                                     cryptography.hazmat.bindings.openssl._conditional
import time:     11341 |      11757 |                                   cryptography.hazmat.bindings.openssl.binding
import time:       477 |        477 |                                   cryptography.hazmat.primitives.serialization.pkcs12
import time:      1153 |      14875 |                                 cryptography.hazmat.backends.openssl.backend
import time:       575 |      15450 |                               cryptography.hazmat.backends.openssl
import time:        19 |      15468 |                             cryptography.hazmat.backends.openssl.backend
import time:       256 |      52795 |                           google.auth.crypt._cryptography_rsa
import time:       150 |      52945 |                         google.auth.crypt.rsa
import time:       363 |        363 |                         google.auth.crypt.es256
import time:       313 |      54121 |                       google.auth.crypt
import time:       151 |      54272 |                     google.auth._service_account_info
import time:       544 |        544 |                         cachetools.keys
import time:       896 |       1439 |                       cachetools
import time:       481 |       1920 |                     google.auth.jwt
import time:       194 |        194 |                       google.auth._exponential_backoff
import time:       337 |        531 |                     google.oauth2._client
import time:       654 |      57376 |                   google.oauth2.service_account
import time:       357 |      59065 |                 google.auth.transport.requests
import time:       454 |        454 |                 google.protobuf.duration_pb2
import time:       302 |        302 |                 google.protobuf.timestamp_pb2
import time:       181 |        181 |                     grpc._cython
import time:       168 |        168 |                       backports_abc
import time:        38 |         38 |                       grpc._cython.logging
import time:        31 |         31 |                       grpc._cython.os
import time:        52 |         52 |                       grpc._cython.sys
import time:        34 |         34 |                       grpc._cython.threading
import time:        30 |         30 |                       grpc._cython.time
import time:        29 |         29 |                       grpc._cython.grpc
import time:        28 |         28 |                       grpc._cython.asyncio
import time:        32 |         32 |                       grpc._cython.collections
import time:        32 |         32 |                       grpc._cython.pkgutil
import time:        29 |         29 |                       grpc._cython.atexit
import time:        27 |         27 |                       grpc._cython.errno
import time:        27 |         27 |                       grpc._cython.sys
import time:        29 |         29 |                       grpc._cython.contextvars
import time:        27 |         27 |                       grpc._cython.contextvars
import time:        38 |         38 |                       grpc._cython.socket
import time:        31 |         31 |                       grpc._cython.enum
import time:        32 |         32 |                       grpc._cython.inspect
import time:        35 |         35 |                       grpc._cython.traceback
import time:        28 |         28 |                       grpc._cython.functools
import time:     18404 |      19172 |                     grpc._cython.cygrpc
import time:       819 |        819 |                     grpc._typing
import time:       598 |      20768 |                   grpc._compression
import time:       348 |        348 |                   grpc._runtime_protos
import time:       193 |        193 |                   grpc._grpcio_metadata
import time:        98 |         98 |                   grpc_tools
import time:        67 |         67 |                   grpc_health
import time:       433 |        433 |                   grpc_reflection
import time:       287 |        287 |                       grpc.aio._metadata
import time:       219 |        219 |                       grpc.aio._typing
import time:       723 |       1228 |                     grpc.aio._base_call
import time:       513 |        513 |                     grpc.aio._base_channel
import time:       478 |        478 |                     grpc.aio._base_server
import time:       482 |        482 |                       grpc._common
import time:       645 |       1126 |                     grpc.aio._call
import time:       149 |        149 |                         grpc.aio._utils
import time:      1121 |       1270 |                       grpc.aio._interceptor
import time:       527 |       1796 |                     grpc.aio._channel
import time:       303 |        303 |                     grpc.aio._server
import time:       249 |       5690 |                   grpc.aio
import time:      1550 |      29143 |                 grpc
import time:       362 |        362 |                 google.auth.transport.grpc
import time:       899 |      90222 |               google.cloud._helpers
import time:       416 |        416 |                   google.api_core.version
import time:       216 |        631 |                 google.api_core
import time:       299 |        299 |                             xml
import time:       697 |        996 |                           xml.parsers
import time:       953 |        953 |                           pyexpat
import time:       273 |       2221 |                         xml.parsers.expat
import time:      1026 |       3246 |                       plistlib
import time:       364 |        364 |                           pkg_resources.extern
import time:       366 |        366 |                             pkg_resources._vendor
import time:       258 |        624 |                           pkg_resources._vendor.jaraco
import time:       121 |       1108 |                         pkg_resources.extern.jaraco
import time:       544 |        544 |                                 pkg_resources._vendor.more_itertools.recipes
import time:      1651 |       2194 |                               pkg_resources._vendor.more_itertools.more
import time:       176 |       2370 |                             pkg_resources._vendor.more_itertools
import time:        57 |       2426 |                           pkg_resources.extern.more_itertools
import time:       253 |       2679 |                         pkg_resources.extern.jaraco.functools
import time:       376 |        376 |                         pkg_resources.extern.jaraco.context
import time:       645 |       4806 |                       pkg_resources.extern.jaraco.text
import time:       411 |        411 |                           pkg_resources._vendor.platformdirs.api
import time:       129 |        129 |                           pkg_resources._vendor.platformdirs.version
import time:       241 |        241 |                           pkg_resources._vendor.platformdirs.macos
import time:       250 |       1031 |                         pkg_resources._vendor.platformdirs
import time:        63 |       1093 |                       pkg_resources.extern.platformdirs
import time:       148 |        148 |                         pkg_resources._vendor.packaging
import time:        52 |        200 |                       pkg_resources.extern.packaging
import time:       249 |        249 |                         pkg_resources.extern.packaging._structures
import time:       786 |       1035 |                       pkg_resources.extern.packaging.version
